,0.0,None
oswald,0.0008817411282683933,None
informal,0.0008817961115575985,None
financed,0.0008838942968931802,None
worker,0.0008858742572668214,None
repeat,0.000888846940831644,None
backing,0.0008953411160701846,None
basic,0.0008999297947289258,None
tabloid,0.0009022971505322478,None
pernicious,0.0009027828531476375,None
criminalize,0.0009027828531476375,None
frontpage,0.0009027828531476375,None
trolling,0.0009027828531476375,None
rabbit,0.0009027828531476375,None
meters,0.0009046211938873713,None
suffice,0.0009048897175698282,None
herd,0.0009048897175698282,None
revolving,0.0009048897175698282,None
steadfastly,0.0009048897175698282,None
audacity,0.0009048897175698282,None
seeking,0.0009162943765479196,None
ford,0.0009170852351260335,None
criticising,0.0009170940564905178,None
motors,0.0009170940564905178,None
covering,0.000921910038569857,None
walkouts,0.0009234547763081825,None
growers,0.0009234547763081825,None
doha,0.0009234547763081825,None
natural,0.0009329059832128556,None
statue,0.0009342612278551357,None
buzzfeed,0.0009347304373528457,None
intentional,0.0009347304373528457,None
darkness,0.0009347304373528457,None
sanctioned,0.000945614806985568,None
believes,0.0009465422193940093,None
finished,0.0009485497715026575,None
launching,0.0009503882263802387,None
troubling,0.0009517296952294993,None
wise,0.0009517979410575477,None
mistake,0.0009527609464249922,None
control,0.0009530507604577178,None
brilliant,0.0009537812921452947,None
rarely,0.0009553406860046048,None
banker,0.0009558910882728587,None
lineup,0.0009558910882728587,None
go,0.0009565309809486965,None
challenger,0.0009567965287252835,None
grilled,0.0009596854944590282,None
nephew,0.0009596854944590282,None
filipinos,0.0009596854944590282,None
220,0.0009596854944590282,None
queensland,0.0009596854944590282,None
matching,0.0009610910397963051,None
redistricting,0.0009627565660944957,None
1030,0.0009627565660944957,None
jewellery,0.0009627565660944957,None
antiisrael,0.0009627565660944957,None
abbass,0.0009627565660944957,None
monthslong,0.0009627565660944957,None
finalists,0.0009627565660944957,None
steeles,0.0009627565660944957,None
sixday,0.0009627565660944957,None
newshub,0.0009627565660944957,None
tehsil,0.0009627565660944957,None
muslimmajority,0.0009627565660944957,None
novembers,0.0009627565660944957,None
cmdr,0.0009627565660944957,None
madhya,0.0009627565660944957,None
fullfledged,0.0009627565660944957,None
harapan,0.0009627565660944957,None
adm,0.0009627565660944957,None
tony,0.0009635578088548211,None
cultural,0.0009647919388072885,None
dome,0.0009701726589617983,None
academy,0.0009702550723202702,None
corps,0.000973147004951847,None
emerging,0.0009749429292717918,None
hawaii,0.0009749429292717918,None
landing,0.0009752563079934012,None
midnight,0.0009752563079934012,None
carriers,0.0009772376708807736,None
irish,0.0009796423679897077,None
harassing,0.0009816346593609895,None
beaten,0.0009835742273368406,None
concludes,0.0009848713893197286,None
leaves,0.0009877668954096945,None
greatly,0.000990652886225571,None
filed,0.0009915170924731337,None
guards,0.0009947293790309414,None
moment,0.0009957817835960546,None
jeremy,0.000996207401682631,None
barrels,0.0009988263544378991,None
box,0.0010012867986624275,None
geological,0.0010075987627673612,None
easiest,0.0010080345774302762,None
swore,0.0010080345774302762,None
arresting,0.001008190186813694,None
63,0.0010091057303185699,None
whatsapp,0.0010117379219131224,None
lavrov,0.0010117379219131224,None
downs,0.0010120161244088252,None
organise,0.0010120161244088252,None
hair,0.0010166063484155284,None
disappointed,0.0010166063484155284,None
caution,0.0010186822509649042,None
offering,0.0010187918633480658,None
moshe,0.0010208448488832989,None
powerhouse,0.0010208448488832989,None
chung,0.0010208448488832989,None
ba,0.0010208448488832989,None
cannes,0.0010208448488832989,None
overseeing,0.0010222615037990962,None
wasting,0.0010234770154016058,None
easy,0.0010237599972737564,None
betrayal,0.0010245210282024896,None
impending,0.0010245210282024896,None
existential,0.0010245210282024896,None
tariffs,0.0010276451122524888,None
insistence,0.0010283735714519719,None
grossly,0.0010296785823671708,None
rants,0.0010315097117189304,None
orgy,0.0010315097117189304,None
invocation,0.0010315097117189304,None
recite,0.0010315097117189304,None
infect,0.0010315097117189304,None
infinitely,0.0010315097117189304,None
laments,0.0010315097117189304,None
fruitless,0.0010315097117189304,None
surreptitiously,0.0010315097117189304,None
debunk,0.0010315097117189304,None
fireball,0.0010315097117189304,None
embody,0.0010315097117189304,None
godfather,0.0010315097117189304,None
milo,0.0010315097117189304,None
northeastern,0.0010370326480370182,None
beaches,0.0010489812771994793,None
alternative,0.0010497780068765652,None
reimbursed,0.0010511569511146078,None
tight,0.0010560123660540777,None
lines,0.0010562136768458446,None
airways,0.0010570250439791305,None
expertise,0.0010595721211611167,None
owe,0.0010633666472741003,None
software,0.0010638617114018182,None
shortlived,0.0010657538918752308,None
aint,0.0010657538918752308,None
sevenyearold,0.0010657538918752308,None
spains,0.0010657538918752308,None
polands,0.0010657538918752308,None
byelection,0.0010657538918752308,None
abdulla,0.0010657538918752308,None
1130,0.0010657538918752308,None
fords,0.0010657538918752308,None
fourpage,0.0010657538918752308,None
threequarters,0.0010657538918752308,None
reallife,0.0010657538918752308,None
takfiri,0.0010657538918752308,None
joko,0.0010657538918752308,None
qaumi,0.0010657538918752308,None
jez,0.0010657538918752308,None
мая,0.0010657538918752308,None
otto,0.0010665704306210115,None
commodity,0.0010665704306210115,None
aimed,0.0010667750866713696,None
blogger,0.0010726842160117848,None
denial,0.0010729731530571276,None
excellence,0.0010757432902776462,None
countryside,0.0010757432902776462,None
detention,0.001075828931933196,None
1985,0.0010784268195893542,None
win,0.001081792390965923,None
hispanics,0.0010869354061608535,None
smash,0.0010869354061608535,None
underestimate,0.0010869354061608535,None
guarding,0.0010869354061608535,None
southeastern,0.0010872827011295196,None
govt,0.0010872827011295196,None
demagogue,0.0010879024528562488,None
curses,0.0010879024528562488,None
merciless,0.0010879024528562488,None
denominator,0.0010879024528562488,None
magically,0.0010879024528562488,None
noam,0.0010879024528562488,None
posterity,0.0010879024528562488,None
itching,0.0010879024528562488,None
phyllis,0.0010879024528562488,None
unconcerned,0.0010879024528562488,None
integrated,0.0010890693451688512,None
verbal,0.0010909631592987466,None
powerful,0.0010982836576851737,None
67,0.0011014877157417267,None
prize,0.00110197606017668,None
zionists,0.001107010544509035,None
hegemony,0.001107010544509035,None
side,0.001107298637744328,None
scrapped,0.0011083038636390534,None
lanes,0.0011083038636390534,None
iphone,0.0011083038636390534,None
information,0.001116668736261957,None
shakes,0.0011167919484442951,None
shelters,0.0011181409603172182,None
churches,0.00112239508970901,None
awareness,0.0011225708019333561,None
frightening,0.0011239544247280567,None
transition,0.0011242226956032044,None
leg,0.0011249063588428107,None
municipal,0.0011257840324943337,None
angus,0.001128581251057565,None
opec,0.001128581251057565,None
agence,0.001128581251057565,None
filmmakers,0.001128581251057565,None
listen,0.0011325949610633626,None
ship,0.0011332930675933069,None
difficulties,0.0011388478022093585,None
fame,0.0011405812211004135,None
recover,0.0011413486026207054,None
flies,0.001141963274471079,None
serious,0.0011431447534877854,None
associations,0.0011432866740188037,None
protest,0.0011445153542911722,None
hotel,0.0011466251760440848,None
trick,0.0011483419014309303,None
deliberations,0.0011495506508417991,None
workshops,0.0011510650330543533,None
rogers,0.0011510650330543533,None
cheating,0.0011510650330543533,None
stint,0.0011510650330543533,None
seismic,0.0011516796873000362,None
criticizing,0.0011553574977825978,None
assistant,0.0011558695570065766,None
paragraph,0.0011561456566450035,None
invention,0.0011616372756463645,None
ideologically,0.0011616372756463645,None
smashing,0.0011616372756463645,None
felonies,0.0011616372756463645,None
carolyn,0.0011642265353652543,None
weeklong,0.0011642265353652543,None
1400,0.0011642265353652543,None
cooperating,0.0011646556827265952,None
mistakes,0.0011693172147888475,None
designing,0.0011725006942094227,None
crashes,0.0011725006942094227,None
format,0.0011725006942094227,None
clifford,0.0011725006942094227,None
ice,0.0011734464622612604,None
bloodshed,0.0011745746086056048,None
saad,0.0011745746086056048,None
trudeau,0.0011751786823181085,None
extent,0.001177139463003513,None
leftleaning,0.0011798957102346036,None
entertainment,0.0011798957102346036,None
openended,0.0011798957102346036,None
elsisi,0.0011798957102346036,None
francepresse,0.0011798957102346036,None
denuclearisation,0.0011798957102346036,None
pakatan,0.0011798957102346036,None
orchestra,0.0011798957102346036,None
papress,0.0011798957102346036,None
cages,0.001181785734870008,None
monopolies,0.001181785734870008,None
inescapable,0.001181785734870008,None
immutable,0.001181785734870008,None
crude,0.001182415196684601,None
disappearance,0.0011840939671829253,None
tenure,0.0011927189334310644,None
argued,0.001196423243862961,None
majority,0.0012098295667811053,None
verse,0.0012189025284968973,None
fringe,0.001219151086074804,None
diocese,0.001219151086074804,None
boosting,0.0012212130461802851,None
junior,0.001221363367708697,None
pipeline,0.0012236115022378634,None
awake,0.0012278735884249756,None
performers,0.001232447784611339,None
112,0.001232447784611339,None
ghani,0.001232447784611339,None
famous,0.0012333684040235625,None
impression,0.001235413041280233,None
alter,0.001246143272510825,None
android,0.001247773134703416,None
expanded,0.0012499131061103606,None
stayed,0.0012499131061103606,None
shameless,0.0012515956942041055,None
pregnancy,0.0012515956942041055,None
output,0.0012515956942041055,None
hindu,0.0012515956942041055,None
amber,0.0012570287679738047,None
babies,0.0012577862129723606,None
long,0.0012595658338454608,None
solo,0.0012630019531821052,None
studios,0.0012630019531821052,None
simon,0.0012713499800729184,None
editorials,0.0012722469485228324,None
redistribution,0.0012722469485228324,None
faked,0.0012722469485228324,None
obligatory,0.0012722469485228324,None
caricature,0.0012722469485228324,None
inconceivable,0.0012722469485228324,None
brigade,0.0012747791156513507,None
gaps,0.0012747791156513507,None
assessments,0.0012747791156513507,None
instill,0.0012800255434250389,None
orthodoxy,0.0012800255434250389,None
adultery,0.0012800255434250389,None
whitewash,0.0012800255434250389,None
30s,0.0012822871094538715,None
medal,0.0012823401234785372,None
evacuation,0.001283849725875764,None
900,0.001283849725875764,None
aforementioned,0.001284964003362928,None
glaring,0.001284964003362928,None
lava,0.0012872225478968858,None
lakes,0.0012888997878509453,None
equal,0.0012943695942719232,None
commits,0.0012982479999320382,None
dissident,0.0012982479999320382,None
4yearold,0.001306405669193908,None
jrs,0.001306405669193908,None
somodevillagetty,0.001306405669193908,None
mediaworks,0.001306405669193908,None
andhra,0.001306405669193908,None
threeway,0.001306405669193908,None
rajya,0.001306405669193908,None
selfdriving,0.001306405669193908,None
washingtonbased,0.001306405669193908,None
17000,0.001306405669193908,None
wests,0.001306405669193908,None
tanzania,0.001306405669193908,None
mahathirs,0.001306405669193908,None
brex,0.001306405669193908,None
movement,0.001307863997374262,None
mattis,0.0013107866043586024,None
emphatically,0.0013109160409396033,None
bret,0.0013109160409396033,None
bills,0.0013139172083461554,None
staying,0.0013170193533414008,None
92,0.0013242949555612071,None
bus,0.0013261915856890084,None
intensive,0.0013405013428029846,None
disclose,0.0013584962198758782,None
wales,0.0013588086178359918,None
reserved,0.0013592558940448572,None
educator,0.0013601171491983434,None
metro,0.0013717493216826586,None
84,0.001374415068016914,None
recognized,0.0013754020655149751,None
107,0.0013796499112915602,None
djibouti,0.0013796499112915602,None
recommendation,0.0013811006974309716,None
start,0.0013815588559862432,None
reviewing,0.0013824792761505595,None
quarters,0.0013856858316668949,None
drafting,0.0013857325817179789,None
madison,0.0013911725461857696,None
descendants,0.0013911725461857696,None
decide,0.0013933914955063561,None
determined,0.001393860756841347,None
purely,0.0013946791927319378,None
jonathan,0.0013949536298725502,None
ibrahim,0.0013989846570961568,None
winners,0.0014001597900729645,None
correlated,0.0014011053370209788,None
upstanding,0.0014011053370209788,None
unambiguously,0.0014011053370209788,None
traditionalists,0.0014011053370209788,None
deriving,0.0014011053370209788,None
hierarchies,0.0014011053370209788,None
deletion,0.0014011053370209788,None
repudiation,0.0014011053370209788,None
yearbook,0.0014011053370209788,None
clarion,0.0014011053370209788,None
fabricate,0.0014011053370209788,None
impeachable,0.0014011053370209788,None
complications,0.0014084956315980545,None
nauert,0.0014167951402365285,None
compare,0.0014187226840142138,None
patient,0.001422417535800332,None
preliminary,0.0014284305412760388,None
characterization,0.0014295256342234555,None
wired,0.0014295256342234555,None
arabs,0.0014352633554030564,None
generalized,0.0014365001127853944,None
manipulative,0.0014365001127853944,None
sellout,0.0014365001127853944,None
hellbent,0.0014365001127853944,None
gravy,0.0014365001127853944,None
cassandra,0.0014365001127853944,None
geert,0.0014365001127853944,None
scorched,0.0014365001127853944,None
atheist,0.0014365001127853944,None
mistrial,0.0014365001127853944,None
righteousness,0.0014365001127853944,None
magisterium,0.0014365001127853944,None
pastoral,0.0014388868529224403,None
qaeda,0.001442874223618861,None
connecticuts,0.0014466443754225157,None
hourlong,0.0014466443754225157,None
yameen,0.0014466443754225157,None
32yearold,0.0014466443754225157,None
ababa,0.0014466443754225157,None
conn,0.0014466443754225157,None
congresss,0.0014466443754225157,None
republicancontrolled,0.0014466443754225157,None
bbcs,0.0014466443754225157,None
jeanyves,0.0014466443754225157,None
threemember,0.0014466443754225157,None
sho,0.0014466443754225157,None
fortnight,0.0014466443754225157,None
afzal,0.0014466443754225157,None
oppositions,0.0014466443754225157,None
multan,0.0014466443754225157,None
benazir,0.0014466443754225157,None
souths,0.0014466443754225157,None
malaysians,0.0014466443754225157,None
chul,0.0014466443754225157,None
sajjad,0.0014466443754225157,None
pittsfield,0.0014466443754225157,None
puts,0.0014471928227193925,None
trucks,0.0014506033265615868,None
rig,0.0014542652952937185,None
paranoid,0.0014542652952937185,None
edge,0.0014593679867942581,None
males,0.0014672387055059846,None
hoax,0.0014672387055059846,None
leading,0.0014685400172525728,None
obstructing,0.0014902397364945504,None
ruin,0.0014902397364945504,None
experiments,0.0014902397364945504,None
highlight,0.0014904967883175534,None
1997,0.0014936064337351899,None
applied,0.0015000928994470225,None
middleton,0.0015010520695847066,None
steals,0.0015010520695847066,None
algeria,0.0015010520695847066,None
renegotiate,0.0015010520695847066,None
t4,0.0015010520695847066,None
cents,0.001502606214797479,None
kentucky,0.0015035474034065359,None
installation,0.0015057639772171466,None
resolving,0.0015057639772171466,None
overwhelmed,0.0015060233172870538,None
note,0.0015070396727208044,None
legislators,0.0015132169477577472,None
significant,0.001524126372701262,None
dams,0.0015255744791551175,None
bruno,0.0015255744791551175,None
woman,0.0015283915566614743,None
88,0.0015350254134099944,None
videos,0.0015358627142531538,None
penned,0.0015364398221740661,None
conceal,0.0015364398221740661,None
identified,0.0015409635453012592,None
ruled,0.001542090860064806,None
kennedy,0.0015455772966774738,None
consensus,0.001549201473397188,None
turmoil,0.0015500671259460245,None
uphold,0.0015527200776993665,None
grappling,0.0015554864755797945,None
cindy,0.0015554864755797945,None
tires,0.0015573140065990132,None
abbott,0.0015573140065990132,None
euthanasia,0.0015573140065990132,None
series,0.0015637247729834239,None
separate,0.0015640877128880852,None
undeniable,0.0015720855569443413,None
wielding,0.0015720855569443413,None
danger,0.0015847243235278601,None
queen,0.0015893988679749416,None
80s,0.0015945993657062423,None
mt,0.0016021251189956983,None
affordability,0.0016021251189956983,None
cochairman,0.0016021251189956983,None
sixyear,0.0016021251189956983,None
midapril,0.0016021251189956983,None
typo,0.0016021251189956983,None
centerright,0.0016021251189956983,None
realtime,0.0016021251189956983,None
browns,0.0016021251189956983,None
haksong,0.0016021251189956983,None
viewed,0.0016023398050555994,None
complex,0.0016221321441051754,None
wording,0.0016253797793126462,None
anna,0.0016303218476380825,None
enrichment,0.0016303218476380825,None
leaks,0.00163931242668875,None
global,0.0016418477696323532,None
posting,0.00164333350413079,None
unity,0.0016441483569923916,None
shouted,0.0016464088371553067,None
arguably,0.0016464088371553067,None
substantial,0.0016521918903092264,None
portray,0.0016542714329327369,None
train,0.0016612277723340942,None
packages,0.0016614060528597503,None
mosul,0.001667787309831047,None
avail,0.001667787309831047,None
structural,0.0016727012079702267,None
prohibiting,0.0016775050183960175,None
ideals,0.0016775050183960175,None
boys,0.0016775738527965672,None
mall,0.0016778111849290133,None
ranks,0.0016801059464729977,None
gravely,0.001684067775874161,None
lame,0.001684067775874161,None
creeping,0.001684067775874161,None
marginally,0.0016855388082507392,None
insightful,0.0016855388082507392,None
slaughtering,0.0016855388082507392,None
cosmic,0.0016855388082507392,None
convoys,0.0016870579323862605,None
rai,0.0016870579323862605,None
accidents,0.0016871692842123692,None
quietly,0.001689282927973383,None
watched,0.0016893691612587425,None
spain,0.0016983718997399732,None
fire,0.001700230463533088,None
aiding,0.001703134420923314,None
benchmark,0.0017116930242354667,None
nafta,0.0017116930242354667,None
staffing,0.001713163141757597,None
rd,0.001713163141757597,None
honoured,0.001713163141757597,None
1950,0.001713163141757597,None
operator,0.0017192809731744292,None
salary,0.0017192809731744292,None
exploit,0.001721009837262204,None
highly,0.0017292504411569255,None
separating,0.001745558558088186,None
abilities,0.0017460329777547537,None
epa,0.0017506281864450167,None
typically,0.001750734696139266,None
protocol,0.0017544638912381802,None
versus,0.001769349945164079,None
dignity,0.0017721328445644447,None
goto,0.0017745314661434914,None
11yearold,0.0017745314661434914,None
jds,0.0017745314661434914,None
xavier,0.001783297600848306,None
groping,0.0017835677826526875,None
bombarded,0.0017835677826526875,None
preposterous,0.0017835677826526875,None
sultan,0.0017953920946531025,None
furniture,0.0018075718292519527,None
linda,0.0018116832513358136,None
cries,0.0018121224522022156,None
led,0.001812373073387052,None
clubs,0.0018196151505072782,None
november,0.0018210950084822637,None
accounting,0.0018223057157157896,None
coworkers,0.001828395160385688,None
finalize,0.001828395160385688,None
textile,0.001828395160385688,None
greet,0.0018294677719835992,None
photography,0.0018294677719835992,None
dictates,0.0018296692765041533,None
sensible,0.001831984189629582,None
industrial,0.0018324435225447386,None
realization,0.0018336001757229816,None
robbery,0.001834075388531097,None
correction,0.001834075388531097,None
fascists,0.0018364172263455455,None
peasants,0.0018364172263455455,None
syndicated,0.0018364172263455455,None
sacraments,0.0018364172263455455,None
politico,0.0018420193409469066,None
message,0.0018442131197842692,None
hardline,0.0018486960291879196,None
devoted,0.0018518166496816542,None
delivering,0.0018534954091951653,None
shutting,0.0018563596778576974,None
fits,0.0018563596778576974,None
buying,0.001858976816910367,None
swallowed,0.0018616538869419923,None
wreak,0.0018616538869419923,None
aptly,0.0018616538869419923,None
dollars,0.0018643862123441002,None
lounge,0.0018657759212430342,None
dpa,0.0018657759212430342,None
vijay,0.0018657759212430342,None
upfront,0.0018657759212430342,None
feasibility,0.0018657759212430342,None
santa,0.0018704756314037163,None
mocked,0.0018708816577031266,None
deaths,0.0018709700499383993,None
influenced,0.0018710319395481671,None
raid,0.0018733229173528332,None
taiwanese,0.0018812886617383777,None
portraits,0.0018812886617383777,None
verification,0.0018848312736796696,None
70s,0.0018867978545834647,None
curious,0.0018879713308626567,None
businessmen,0.0018948856581345514,None
wherever,0.0019035789298291245,None
profess,0.0019040236745669487,None
hypocrite,0.0019040236745669487,None
accomplishing,0.0019040236745669487,None
anonymous,0.0019065800622968497,None
equivalent,0.0019065800622968497,None
semblance,0.0019066770187672912,None
predicated,0.0019066770187672912,None
jarrett,0.0019066770187672912,None
incomplete,0.0019116675918810755,None
telegraph,0.00191535924394393,None
gone,0.0019203642497187575,None
radioactive,0.0019227495601669379,None
efficacy,0.0019227495601669379,None
ride,0.0019350124976830647,None
taxpayers,0.001953350467965868,None
aka,0.0019539969725616076,None
heinous,0.0019539969725616076,None
guest,0.001959493655524703,None
harvey,0.001963038529253477,None
wore,0.0019653508564592046,None
20year,0.0019657369522437193,None
cochair,0.0019657369522437193,None
510,0.0019657369522437193,None
vaticans,0.0019657369522437193,None
hitlers,0.0019657369522437193,None
eightyearold,0.0019657369522437193,None
ensemble,0.0019657369522437193,None
fatherinlaw,0.0019657369522437193,None
wochit,0.0019657369522437193,None
nbcu,0.0019657369522437193,None
kolkata,0.0019657369522437193,None
gst,0.0019657369522437193,None
zealands,0.0019657369522437193,None
120000,0.0019657369522437193,None
thailands,0.0019657369522437193,None
31yearold,0.0019657369522437193,None
handson,0.0019657369522437193,None
northsouth,0.0019657369522437193,None
refinery,0.0019657369522437193,None
redevelopment,0.0019657369522437193,None
najibs,0.0019657369522437193,None
protectionism,0.0019657369522437193,None
aquino,0.0019657369522437193,None
mehsud,0.0019657369522437193,None
fly,0.001966929893515025,None
62,0.0019700022335787945,None
offensive,0.0019724325055234773,None
rating,0.001974157612773736,None
subservient,0.001978955648582267,None
filtered,0.001978955648582267,None
imprisoning,0.001978955648582267,None
purposeful,0.001978955648582267,None
reno,0.001978955648582267,None
perpetuates,0.001978955648582267,None
enamored,0.001978955648582267,None
magisterial,0.001978955648582267,None
vying,0.0019853616460778984,None
hardware,0.001985398448885011,None
campaigners,0.001985398448885011,None
agricultural,0.0020025676338017626,None
volcano,0.0020033624744481586,None
lovers,0.002006673150749019,None
tina,0.002006673150749019,None
corporation,0.0020135385924842614,None
hunt,0.0020146271470591406,None
baggage,0.002018018536442884,None
armenian,0.002018018536442884,None
ailing,0.002018018536442884,None
petitioner,0.002018018536442884,None
abusive,0.002022519272833852,None
undergo,0.002029974240204496,None
rightful,0.002041171385396222,None
confined,0.002045377422586941,None
monitoring,0.0020491219057863774,None
prohibited,0.002055902037759418,None
unfair,0.0020568307311210755,None
competing,0.0020568307311210755,None
cohost,0.0020635868540103673,None
knot,0.0020635868540103673,None
unresolved,0.0020635868540103673,None
abc,0.002064633878041948,None
deeds,0.0020652702376593337,None
goodbye,0.0020672391512867503,None
sally,0.0020675277028655206,None
pets,0.00206758864238929,None
designers,0.00206758864238929,None
richardson,0.00206758864238929,None
nationwide,0.0020694455186459596,None
apology,0.002070035378380788,None
20th,0.002070271645202705,None
teenager,0.002087330807431784,None
raising,0.0020903704611366864,None
wow,0.0020928126036341968,None
hardliners,0.0020928126036341968,None
goldberg,0.0020998914450343657,None
viewpoints,0.0020998914450343657,None
entitlement,0.0020998914450343657,None
fishing,0.002100835840633653,None
breakthrough,0.002100835840633653,None
cancelled,0.002100835840633653,None
jacob,0.002101969744738885,None
looking,0.002104533829127573,None
finger,0.002114032718538593,None
offenses,0.002114032718538593,None
please,0.0021144754523949503,None
graphic,0.0021204819748989385,None
mining,0.0021204819748989385,None
speaks,0.0021296368123208762,None
arriving,0.0021348689206704043,None
floated,0.002138671495704205,None
deserve,0.002147485246446608,None
immediately,0.0021479301000378506,None
previously,0.0021479301000378506,None
suit,0.002157026303785939,None
ny,0.0021582647048305112,None
leaking,0.0021582647048305112,None
empowerment,0.002162578410031017,None
ventures,0.002162578410031017,None
prohibits,0.002165380168497696,None
multiple,0.0021766513491990147,None
930,0.002177827137982279,None
45000,0.002177827137982279,None
mardan,0.002177827137982279,None
urdu,0.002177827137982279,None
natos,0.002177827137982279,None
kg,0.002177827137982279,None
arshad,0.002177827137982279,None
alsham,0.002177827137982279,None
secretarys,0.002177827137982279,None
sohail,0.002177827137982279,None
sajotaged,0.002177827137982279,None
protection,0.0021811664614466643,None
changing,0.00218174794607365,None
aged,0.0021859488997874503,None
prevalent,0.0021964378890503415,None
miles,0.002197911757245831,None
collections,0.0022008748398674154,None
evacuations,0.0022008748398674154,None
deported,0.0022017748785311013,None
often,0.0022163370868692298,None
becoming,0.0022258396853525606,None
honeymoon,0.002227369859934745,None
transitional,0.002227369859934745,None
gupta,0.002227369859934745,None
christmas,0.002229108057609646,None
undergoing,0.0022367407641615093,None
sweet,0.0022397889187701077,None
karl,0.0022422781281386675,None
fun,0.0022478372334392887,None
dawn,0.002265742696532731,None
revised,0.002265742696532731,None
salman,0.002267878468021848,None
confessions,0.002269611095243615,None
parliamentarians,0.002272224428926767,None
litigation,0.002273211650716677,None
springs,0.002273211650716677,None
dozen,0.0022746495907418817,None
channels,0.0022755295286399618,None
spurious,0.0022763919850359964,None
wield,0.0022763919850359964,None
corroborate,0.0022763919850359964,None
unifying,0.0022763919850359964,None
congestion,0.0022825521527866212,None
authorised,0.0022825521527866212,None
therapist,0.0022825521527866212,None
examinations,0.0022825521527866212,None
warplane,0.0022825521527866212,None
doubles,0.0022825521527866212,None
cho,0.0022825521527866212,None
raise,0.002282998194898947,None
immediate,0.0022848253673171514,None
coauthor,0.002288545532664803,None
broadway,0.002288545532664803,None
rwanda,0.002288545532664803,None
limbo,0.002288545532664803,None
akin,0.0022997709271735814,None
religions,0.0022997709271735814,None
authorize,0.002305327335068474,None
psychology,0.002305327335068474,None
sacrifice,0.002312065415490481,None
speculation,0.002312793903582864,None
youngest,0.002313252676921044,None
educators,0.0023160842463889105,None
league,0.00232023269613062,None
fellowship,0.002321937656116848,None
amended,0.0023248989651354583,None
1987,0.0023248989651354583,None
joked,0.0023257897966002666,None
reminded,0.0023282490850250227,None
authoritarian,0.0023427709376494248,None
liquid,0.002342949890452501,None
79,0.002342949890452501,None
bully,0.002358287564530928,None
walks,0.002359875672724686,None
nowhere,0.0023609303479231623,None
sole,0.0023609303479231623,None
exported,0.002362604032981198,None
transfer,0.0023653720065239217,None
sciences,0.0023823951646709017,None
voices,0.0023867798981886575,None
inner,0.002389414535254823,None
ad,0.002392972456784957,None
henceforth,0.002396816698425134,None
acquiesce,0.002396816698425134,None
fdr,0.002396816698425134,None
filtering,0.002396816698425134,None
sexes,0.002396816698425134,None
gingrich,0.002396816698425134,None
implanted,0.002396816698425134,None
temporal,0.002396816698425134,None
disprove,0.002396816698425134,None
elected,0.0023970653114762114,None
nonsense,0.002397377661564118,None
popularity,0.0024015436589355553,None
norway,0.002405091924608199,None
thencandidate,0.0024131243266497407,None
longestserving,0.0024131243266497407,None
indianapolis,0.0024131243266497407,None
standalone,0.0024131243266497407,None
nikol,0.0024131243266497407,None
nonstate,0.0024131243266497407,None
dessert,0.0024131243266497407,None
33yearold,0.0024131243266497407,None
anil,0.0024131243266497407,None
lima,0.0024131243266497407,None
qatars,0.0024131243266497407,None
wu,0.0024131243266497407,None
societys,0.0024131243266497407,None
pervaiz,0.0024131243266497407,None
ptis,0.0024131243266497407,None
vadodara,0.0024131243266497407,None
opera,0.002413681134127162,None
dish,0.002413681134127162,None
sunshine,0.002413681134127162,None
passports,0.002413681134127162,None
coral,0.002413681134127162,None
shift,0.0024163112803279574,None
revive,0.0024197193647090883,None
bridges,0.0024197193647090883,None
4th,0.002421563606059594,None
jailed,0.002421743449895679,None
debt,0.0024356942222499966,None
recep,0.002436493218815828,None
undermined,0.0024409469866179113,None
prohibit,0.0024409469866179113,None
meal,0.0024431509627039936,None
advent,0.002444913629487877,None
greeks,0.002444913629487877,None
happy,0.0024537304808578114,None
karim,0.0024585085712793397,None
fraser,0.0024585085712793397,None
mir,0.0024585085712793397,None
matters,0.0024658306538579942,None
aide,0.0024732251703837855,None
institutes,0.0024742883476525958,None
mad,0.0024797174553582418,None
legislation,0.0024900224975788737,None
privately,0.002502671771602899,None
abduction,0.0025074713067388633,None
105,0.0025074713067388633,None
animals,0.002515882109773428,None
wall,0.0025188513817294878,None
arctic,0.0025203811159113035,None
hurdle,0.0025203811159113035,None
jewelry,0.0025203811159113035,None
hw,0.0025249588009718304,None
hyundai,0.0025249588009718304,None
dividends,0.0025249588009718304,None
74,0.0025288901557789494,None
gunmen,0.0025288901557789494,None
surplus,0.0025288901557789494,None
placing,0.0025345167305412444,None
states,0.0025450493012701726,None
graduating,0.0025597346029361213,None
starring,0.0025597346029361213,None
extrajudicial,0.0025597346029361213,None
wings,0.0025646804367752633,None
contribution,0.002565958314524453,None
representatives,0.0025787583483400014,None
civil,0.002590416080556704,None
naturalized,0.002595071821187856,None
implicitly,0.002595071821187856,None
allahu,0.002595071821187856,None
sanity,0.002595071821187856,None
objectively,0.002595071821187856,None
masses,0.0026048108298834974,None
specialist,0.002611017514747465,None
southern,0.0026118495676149896,None
submitting,0.002617204384794259,None
hr,0.002617204384794259,None
chapters,0.002639407808504063,None
societal,0.002639407808504063,None
constituencies,0.002646849624059096,None
restructuring,0.002646849624059096,None
demonstrably,0.002651317658648446,None
objectivity,0.002651317658648446,None
quotation,0.002651317658648446,None
assures,0.002651317658648446,None
fugitives,0.002651317658648446,None
adherents,0.002651317658648446,None
sprang,0.002651317658648446,None
